listing_id,positive,negative,rating
27825455,92,32,60
27825526,10,3,7
27825562,44,8,36
27826405,57,16,41
27827260,21,3,18
27827674,92,21,71
27827696,35,5,30
27827837,3,0,3
27827855,26,16,10
27828506,65,16,49
27828670,112,27,85
27829714,19,16,3
27829991,5,5,0
27830319,20,6,14
27830553,47,14,33
27831042,16,0,16
27831431,24,5,19
27831494,12,5,7
27832532,21,7,14
27832874,14,3,11
27833221,12,1,11
27833267,9,2,7
27833425,21,10,11
27833442,28,14,14
27833488,350,47,303
27833800,10,6,4
27834773,20,4,16
27835051,58,27,31
27839774,6,1,5
27840674,7,5,2
27840709,32,16,16
2784115,100,20,80
27841778,49,15,34
27841962,44,11,33
27841994,1,2,-1
27842204,28,6,22
27842262,25,9,16
27842564,35,16,19
27843777,168,28,140
27843882,28,13,15
27845565,11,5,6
2784641,6,4,2
27846442,37,10,27
27847264,9,6,3
27848499,30,19,11
27848700,4,0,4
27848988,2,1,1
27849322,32,4,28
27850930,0,0,0
27851017,50,9,41
27851453,19,4,15
27851629,1,0,1
27852135,64,13,51
27852194,95,40,55
27852900,57,22,35
27853458,3,1,2
27853826,16,0,16
27854170,10,2,8
27855351,4,0,4
278559,28,6,22
27858187,15,5,10
27858665,8,2,6
27858806,39,5,34
27859338,148,45,103
27861083,0,0,0
27862575,16,6,10
27863096,43,16,27
27863349,253,69,184
27863458,22,7,15
27863468,63,16,47
27864111,86,7,79
27864531,65,9,56
27864675,181,58,123
27864694,33,7,26
27865947,62,18,44
27866109,37,14,23
27866266,6,0,6
27866278,4,0,4
27866743,18,7,11
27868002,6,1,5
27868188,12,2,10
2786820,108,14,94
27868765,89,22,67
27868852,59,15,44
27868923,3,2,1
27869144,11,2,9
27870759,2,2,0
27870931,1,1,0
27870994,49,26,23
27871577,18,4,14
27872336,151,32,119
27872360,6,0,6
27872396,0,0,0
27872586,4,0,4
27872832,4,0,4
27872918,12,2,10
27873812,31,11,20
27873858,31,20,11
27874305,12,1,11
27874765,56,11,45
27874771,79,8,71
27875493,20,3,17
27875687,17,6,11
27876095,24,9,15
27876571,2,0,2
27882185,15,24,-9
27882584,125,27,98
278837,202,34,168
27884516,10,1,9
27884850,20,4,16
27884879,16,4,12
27885245,11,2,9
27885370,7,1,6
27885494,11,1,10
27885920,17,4,13
27886755,20,3,17
27887247,63,20,43
27887317,49,17,32
27887580,11,2,9
27889512,13,1,12
27889807,190,23,167
27890026,21,9,12
27890100,44,16,28
27890591,30,7,23
27890900,0,0,0
27891167,21,4,17
27891721,144,28,116
27891824,35,4,31
27892583,6,1,5
27893289,22,4,18
27893304,18,14,4
27894137,4,0,4
27894245,30,1,29
27894668,8,5,3
27895130,18,5,13
27895184,23,5,18
27895523,8,1,7
27898114,69,20,49
27898681,70,30,40
27899076,86,38,48
27899274,99,30,69
27899490,86,18,68
27899598,13,18,-5
27900128,326,56,270
27900803,15,4,11
27901523,0,0,0
27904655,8,9,-1
27907586,42,12,30
27907768,9,3,6
2790788,117,29,88
27911123,17,7,10
27913203,160,21,139
27913688,23,5,18
27913936,4,2,2
27914007,247,44,203
27914571,0,1,-1
27914687,44,13,31
27914919,19,16,3
27915257,16,4,12
27915412,27,7,20
27915492,26,8,18
27915770,10,0,10
27915912,43,8,35
27916094,7,3,4
27916312,115,21,94
27916583,9,3,6
27916734,13,13,0
27916822,6,1,5
27917121,1,0,1
27917324,1,0,1
27918045,22,3,19
27918447,36,9,27
27918452,9,6,3
27918513,57,15,42
27918682,2,1,1
27919009,24,1,23
27919451,39,9,30
27920053,59,18,41
27920102,1,0,1
27920141,82,36,46
27920316,0,0,0
27920779,219,28,191
27921189,29,8,21
27922337,22,4,18
27922340,12,3,9
27923201,6,2,4
27923365,80,21,59
27923680,23,10,13
27924078,109,34,75
27924842,30,9,21
27925272,8,9,-1
27925450,9,2,7
2792557,263,73,190
27926422,22,2,20
27926877,15,4,11
27926913,26,6,20
27928081,2,0,2
27929177,5,0,5
27929242,20,8,12
27929666,0,3,-3
27930569,49,13,36
27930816,4,2,2
27931108,20,4,16
27931958,30,4,26
27933506,45,10,35
27938283,14,5,9
27938864,46,17,29
2793919,111,28,83
27941914,12,6,6
27942162,1,0,1
27943608,10,4,6
27944112,92,26,66
27944153,11,2,9
27944169,29,21,8
27945618,1,1,0
27948189,65,6,59
27948850,10,4,6
27950395,37,14,23
27950656,30,12,18
27950724,158,31,127
27951627,25,13,12
27953397,41,17,24
27953800,4,1,3
27953819,41,6,35
27954159,5,0,5
27954279,74,42,32
27954491,2,0,2
27954768,5,8,-3
27954771,0,0,0
27954800,2,0,2
27954802,3,1,2
27954804,5,5,0
27954816,2,0,2
27954818,8,10,-2
27954819,2,6,-4
27954824,1,0,1
27954829,1,0,1
27954835,4,4,0
27954836,5,1,4
27954905,95,35,60
27955108,1,1,0
27955110,3,0,3
27955119,5,1,4
27955122,1,0,1
27955129,1,0,1
27955133,0,0,0
27955138,3,4,-1
27955143,4,0,4
27955146,3,10,-7
27955147,3,0,3
27955151,2,1,1
27955155,1,1,0
27955166,2,0,2
27955172,6,4,2
27955173,0,2,-2
27955240,52,9,43
27955534,3,0,3
27955541,4,0,4
27955550,10,4,6
27956073,0,3,-3
27956944,1,1,0
27957717,39,11,28
27957772,29,3,26
27957823,34,10,24
2795795,8,3,5
27958004,10,3,7
27958370,3,1,2
27958425,12,1,11
27959435,18,3,15
27960462,6,0,6
27960566,29,4,25
27960852,16,4,12
27960986,51,17,34
27961659,39,7,32
27961894,52,6,46
27962447,27,11,16
2796554,23,3,20
2796795,85,9,76
27968200,15,4,11
27970015,6,3,3
27970211,2,0,2
27970892,32,15,17
27971301,43,15,28
27971485,21,2,19
27971622,35,14,21
27971753,9,3,6
27971768,0,0,0
27971814,3,0,3
27972049,6,3,3
27972234,0,0,0
27972754,10,6,4
2797277,23,5,18
27972782,12,0,12
27972787,40,11,29
2797363,582,145,437
27973895,22,5,17
27973931,7,1,6
27974015,28,10,18
27974350,29,10,19
27974760,23,5,18
27974818,54,16,38
27974832,8,4,4
27975230,61,15,46
27975356,66,15,51
27975539,42,13,29
27976111,48,35,13
27976157,26,10,16
27976456,27,3,24
27977429,6,4,2
27977736,25,8,17
27977804,31,8,23
27977894,5,2,3
27977932,18,4,14
27978189,26,17,9
27978492,27,6,21
27978584,37,8,29
27980192,21,9,12
27980460,2,0,2
27980680,8,1,7
27980712,29,18,11
27980752,1,0,1
27981541,192,23,169
27981977,56,8,48
27982101,108,40,68
27982654,29,28,1
27983461,6,6,0
27985009,81,20,61
27985492,29,7,22
27985598,51,9,42
27985668,72,12,60
27985960,43,7,36
27988093,15,7,8
27988690,11,4,7
2799453,84,18,66
27994877,4,0,4
27995626,22,4,18
27995879,68,26,42
27996485,31,9,22
27996786,3,0,3
27997395,47,22,25
27998221,49,21,28
27998531,23,4,19
27998558,6,1,5
27998628,35,14,21
27998629,14,12,2
27999542,24,11,13
28000088,8,3,5
28000159,25,12,13
28000176,49,13,36
28000292,35,10,25
28001063,9,2,7
28001092,20,8,12
28001215,10,1,9
2800129,126,33,93
28001528,89,18,71
28001661,0,0,0
28002069,89,22,67
28002490,116,21,95
28002633,18,2,16
28003122,31,13,18
28003239,0,0,0
28003788,3,0,3
28006636,86,13,73
28007006,16,2,14
28007013,13,10,3
28007910,0,0,0
28008154,12,7,5
28008193,56,17,39
28009383,19,4,15
28010220,81,17,64
28010435,107,21,86
28011589,61,16,45
28012612,21,4,17
28012695,61,9,52
28016377,23,5,18
28016926,13,2,11
28018146,50,5,45
28018165,40,19,21
28018580,51,13,38
28018740,161,23,138
28020005,32,7,25
28020522,49,10,39
28020663,0,0,0
28021913,7,0,7
28022914,49,5,44
280234,673,222,451
28023749,43,9,34
28024155,89,17,72
28025913,17,13,4
28027808,25,10,15
28027834,21,2,19
28028188,68,7,61
28028200,26,19,7
2802932,165,61,104
28029975,17,4,13
28030253,15,4,11
28031128,0,0,0
2803155,305,89,216
28031720,94,41,53
28032533,208,28,180
28038091,4,1,3
28038357,6,2,4
28038906,30,8,22
28039025,6,3,3
28039293,17,9,8
28039365,13,1,12
28040002,87,13,74
28040134,1,0,1
28040316,5,2,3
28040411,50,13,37
28041056,11,3,8
28041431,0,0,0
28042631,33,4,29
28043461,14,2,12
28044283,33,7,26
28044289,12,4,8
28044490,12,1,11
28044688,2,1,1
28046391,5,1,4
28046494,17,5,12
28047277,40,8,32
28048360,19,10,9
28048629,77,23,54
28048758,52,2,50
28049647,8,1,7
28049998,28,4,24
28051712,0,0,0
28052680,17,5,12
28052972,10,9,1
28053406,3,3,0
2805861,104,13,91
2805886,160,25,135
2805914,128,17,111
28061076,40,2,38
28062014,65,18,47
28062477,5,1,4
28063620,29,10,19
28064256,17,12,5
28064534,55,23,32
28064786,11,0,11
28065809,17,9,8
28065924,53,5,48
28066068,6,3,3
28066428,27,2,25
28066511,11,3,8
28066630,9,4,5
28066895,0,0,0
28067011,27,3,24
28067560,9,0,9
28068013,2,1,1
28068625,13,1,12
28068718,8,1,7
28068966,8,0,8
28069023,8,0,8
28069030,68,19,49
28069129,5,1,4
28069258,60,13,47
28069603,59,19,40
28069816,21,4,17
28069953,50,28,22
28070883,44,15,29
28071058,14,5,9
28071181,26,7,19
28071425,2,2,0
28072157,45,14,31
28072638,29,6,23
28072716,34,6,28
2807287,13,5,8
28072915,8,0,8
28073029,0,0,0
28073359,11,2,9
28073500,0,0,0
28074381,76,13,63
28075261,18,5,13
28075910,19,5,14
28075963,7,7,0
28076203,106,8,98
28076838,12,2,10
28076933,3,1,2
28076941,73,38,35
28077302,12,6,6
28077395,27,7,20
28077767,2,0,2
28078356,47,12,35
2807924,94,25,69
28080069,40,9,31
2808285,185,88,97
28085873,16,16,0
28086181,6,4,2
28086524,87,19,68
28086678,9,2,7
28086861,5,2,3
28087147,11,1,10
28087691,27,8,19
280894,84,7,77
28090512,24,3,21
28090626,14,8,6
28090639,36,4,32
28090894,73,29,44
28092284,201,54,147
28092394,35,8,27
28092929,7,3,4
28093033,42,11,31
28093113,62,25,37
28093810,12,1,11
28094685,64,19,45
28095537,9,2,7
28095718,1,0,1
28096725,12,3,9
28097268,129,29,100
28098132,18,7,11
28098820,253,34,219
28099162,75,25,50
28099612,6,3,3
28099858,0,0,0
28099926,186,25,161
28100005,43,9,34
28100116,58,19,39
28100220,75,37,38
28100378,2,0,2
28101219,11,6,5
28101304,24,7,17
28103418,23,10,13
28103600,6,5,1
28103742,18,3,15
28104447,57,18,39
28104820,56,16,40
28105053,74,10,64
28105097,189,44,145
28105194,45,20,25
28105298,88,18,70
28105321,4,2,2
28105956,4,1,3
28105985,22,6,16
2810611,5,0,5
28106482,9,12,-3
28106579,6,2,4
28107645,1,0,1
28113389,7,0,7
28113814,8,2,6
28115279,29,24,5
28115679,60,31,29
28115730,193,24,169
28115848,28,6,22
28116202,18,6,12
28116758,51,14,37
28117107,178,26,152
28117503,5,1,4
28117878,153,23,130
28118045,27,20,7
28118233,3,2,1
28118599,16,4,12
28118730,40,15,25
28118736,9,1,8
28118890,4,3,1
28119350,13,3,10
28119391,240,39,201
28119910,18,2,16
28120602,29,14,15
28121162,153,25,128
28122411,23,8,15
28124584,0,1,-1
28124715,13,10,3
28124883,52,18,34
28124909,13,5,8
28125825,1,0,1
28125956,20,8,12
28126451,0,0,0
28126665,6,4,2
28126773,19,0,19
28126853,1,1,0
28127267,12,8,4
28127819,9,1,8
28128048,11,1,10
28128269,12,8,4
28129209,19,1,18
28129567,63,34,29
28130253,4,4,0
28130865,9,6,3
28131326,19,6,13
28131480,38,6,32
28131680,90,25,65
28132135,8,2,6
28132937,6,0,6
28132951,1,0,1
28133024,0,0,0
28133471,11,4,7
2813352,93,29,64
28134406,3,0,3
28134536,45,9,36
28134537,9,3,6
2813834,5,1,4
28140625,5,0,5
2814200,1114,345,769
28143448,56,8,48
28144557,11,16,-5
28144634,12,1,11
28145025,4,2,2
28145627,5,3,2
28145921,6,0,6
28146088,41,27,14
28146248,64,6,58
28146543,5,0,5
28146674,91,17,74
28146777,0,0,0
28146904,27,4,23
28146950,3,0,3
28147028,28,10,18
28147402,3,0,3
28147501,8,1,7
28147926,41,19,22
28149306,1,0,1
28149551,6,3,3
28150055,126,16,110
28150670,30,11,19
28151042,15,1,14
28151685,12,4,8
28151725,22,8,14
28152210,43,23,20
28152307,35,13,22
28152946,20,6,14
28154107,53,17,36
28155468,38,20,18
28156012,26,2,24
281563,187,28,159
28156452,3,0,3
28156806,14,3,11
28157352,66,18,48
28158679,22,11,11
28159063,11,4,7
28161039,65,17,48
28163626,1,0,1
28169502,39,12,27
28169604,58,8,50
28170182,124,32,92
2817043,15,3,12
28171093,0,0,0
28171119,14,5,9
28171240,65,16,49
28171416,81,22,59
28172460,7,2,5
28172563,2,0,2
28172918,98,19,79
28173035,23,4,19
28173279,18,5,13
28173348,27,3,24
28173433,10,0,10
28174252,6,2,4
28174395,66,9,57
28174721,44,12,32
28174772,28,12,16
28175554,7,14,-7
28176053,44,27,17
28176310,3,0,3
28176316,14,8,6
28176516,48,17,31
28177270,9,4,5
28178156,47,13,34
28178336,81,24,57
28178661,83,11,72
28179024,4,0,4
28179137,3,0,3
28179909,86,15,71
28180600,2,0,2
28180915,20,13,7
28181904,15,0,15
28182344,28,13,15
28182546,59,9,50
28184196,30,2,28
28184307,6,0,6
28185047,19,0,19
28185101,59,37,22
28185503,16,7,9
28189180,16,2,14
28189479,3,0,3
28190090,31,11,20
28190602,2,0,2
28191187,14,12,2
28192279,39,20,19
28192742,43,12,31
28193354,0,0,0
28194114,87,12,75
28194438,2,2,0
28196726,6,3,3
28196789,4,1,3
28197178,33,12,21
28197608,6,2,4
28198191,19,5,14
28199150,7,3,4
28199578,33,3,30
28199704,6,2,4
28200135,35,11,24
28200324,93,35,58
28200771,3,0,3
28200962,14,4,10
28201163,63,23,40
28201438,29,17,12
28203746,66,21,45
28204282,2,2,0
28204395,9,2,7
28204436,27,9,18
28204515,20,7,13
28204826,0,0,0
28206131,256,44,212
28211107,22,0,22
28211112,50,14,36
28211285,42,10,32
28212116,5,1,4
28212508,19,6,13
28212730,12,2,10
28213428,9,2,7
28213571,53,21,32
28213578,26,2,24
28214157,78,22,56
28215192,31,3,28
28215441,11,6,5
28215498,43,29,14
28216231,5,0,5
28216430,49,21,28
28216744,1,0,1
28217654,47,17,30
28218618,97,21,76
28219000,63,22,41
28219082,51,10,41
282198,250,96,154
28220275,71,16,55
28221329,26,4,22
28221700,8,4,4
28221713,22,3,19
28222375,4,1,3
28222379,23,17,6
28222704,0,0,0
28223265,3,1,2
28223330,116,48,68
28223818,3,0,3
28224634,20,4,16
28225548,191,46,145
2822582,131,23,108
28226737,3,0,3
2822720,456,255,201
282329,36,11,25
28233338,2,4,-2
28235102,11,4,7
28235596,35,21,14
28235722,0,0,0
28237545,8,0,8
28237725,27,11,16
28238393,2,0,2
28238510,62,15,47
28238694,40,23,17
28238825,11,2,9
28238833,18,2,16
28238837,11,3,8
28239097,16,6,10
28239547,35,9,26
28239744,75,19,56
28239836,6,2,4
28240409,1,0,1
28240466,12,0,12
28240948,11,15,-4
28241359,6,1,5
28241857,19,11,8
28242590,2,0,2
28242763,64,30,34
28243604,19,6,13
28243695,17,6,11
28243719,34,11,23
28244229,15,2,13
28244474,8,0,8
28244540,47,8,39
28244563,21,1,20
28244600,31,13,18
28245012,3,1,2
28245349,106,14,92
28245390,1,0,1
28245552,12,0,12
28245840,47,12,35
28245856,59,6,53
28246570,44,27,17
28247273,4,1,3
28247512,8,3,5
28247634,5,0,5
28248036,2,0,2
28248379,12,2,10
28249192,5,3,2
28249476,29,9,20
28249755,13,0,13
28249885,48,18,30
28249929,7,1,6
28250047,104,10,94
28250635,3,0,3
28251131,10,2,8
28251212,180,54,126
28252019,11,1,10
28252025,12,5,7
28252200,80,9,71
28252320,79,4,75
28252778,15,8,7
28253043,127,25,102
28253105,36,12,24
28253138,48,18,30
28253215,17,1,16
28253817,15,12,3
28254196,9,0,9
28254251,0,2,-2
28254580,51,14,37
28254864,1,4,-3
28256500,4,0,4
28260696,17,7,10
28262461,18,3,15
28264346,4,1,3
28264607,3,2,1
28265387,4,3,1
28265455,20,5,15
28265648,7,2,5
2826567,74,16,58
28266715,3,2,1
28267250,77,9,68
28267354,2,1,1
28267832,38,4,34
28267901,4,0,4
28268165,100,47,53
28268183,7,2,5
28268286,44,19,25
28268456,139,34,105
28268470,21,7,14
28268491,13,8,5
28268598,1,1,0
28268831,4,1,3
28268916,5,0,5
28269019,10,2,8
28269169,2,0,2
28269500,3,0,3
28270187,39,10,29
28270524,20,4,16
28271120,62,8,54
28271502,62,22,40
28272217,45,9,36
28273138,10,5,5
28273261,29,8,21
28273407,0,0,0
28274989,0,0,0
28275473,47,21,26
28275647,2,2,0
28276091,13,3,10
2827729,126,30,96
28279025,31,10,21
28279166,8,1,7
28279185,106,12,94
28280885,40,13,27
28282318,9,6,3
28282348,6,0,6
28282972,68,14,54
28283624,14,1,13
28283966,5,3,2
28284318,77,29,48
28285025,24,7,17
28294388,7,1,6
28294592,9,1,8
28294630,31,8,23
28294706,14,5,9
28295504,21,8,13
28295656,21,7,14
28296774,81,39,42
28297000,2,1,1
28297498,76,39,37
28297512,4,2,2
28297585,9,3,6
28297615,96,13,83
28297925,30,3,27
28298072,24,5,19
28298626,109,22,87
28298804,9,1,8
28299027,0,0,0
28299028,65,14,51
28299048,23,4,19
28299326,85,22,63
28299507,31,4,27
28299515,85,24,61
28299858,27,14,13
28300060,74,30,44
28300499,2,0,2
28301605,11,2,9
28301618,134,23,111
28301700,82,15,67
28301718,25,4,21
28301744,0,0,0
28301950,106,23,83
28302174,0,0,0
28302856,30,15,15
28303157,5,0,5
28304425,3,0,3
28304744,15,7,8
28306229,7,1,6
28307429,2,1,1
28307657,32,4,28
28307822,3,0,3
28308023,32,5,27
28308582,0,0,0
28308585,4,1,3
28308863,4,0,4
28309400,52,12,40
28309680,6,1,5
28310684,89,29,60
28312680,2,1,1
28312733,161,41,120
28313479,35,16,19
28317107,80,37,43
28322269,2,0,2
28323593,1,2,-1
28324376,14,7,7
28324399,31,15,16
28324990,50,12,38
28325601,1,0,1
28326002,29,11,18
28326698,10,3,7
28328297,45,25,20
28329270,21,5,16
28330637,3,1,2
28331223,19,7,12
28331487,64,10,54
28331897,299,49,250
28332063,28,8,20
28332111,1,0,1
28332500,15,7,8
28332709,9,2,7
28333149,26,4,22
28333581,7,1,6
28334267,0,1,-1
28334880,9,4,5
28334920,43,17,26
28335681,35,11,24
28335900,156,61,95
28336022,19,12,7
28336088,6,0,6
28336270,58,10,48
28337574,14,4,10
28337718,47,18,29
28337924,30,7,23
28338112,7,5,2
28338470,71,14,57
28339076,75,25,50
28339144,95,37,58
28339465,17,3,14
28339917,70,24,46
28339918,29,15,14
28341342,27,1,26
28344424,45,16,29
28349336,32,4,28
28350158,68,13,55
28351201,22,13,9
28351221,10,2,8
28351636,19,9,10
28352103,14,6,8
28352131,41,9,32
28352138,8,3,5
28352636,40,18,22
28353029,90,30,60
28353210,50,9,41
28353561,28,18,10
28354882,13,4,9
28354969,11,1,10
28355750,72,24,48
28355813,4,0,4
28356768,24,0,24
28356801,2,1,1
283569,52,17,35
28356982,29,8,21
28357049,2,0,2
28357498,67,29,38
28358229,45,21,24
28358617,54,25,29
28358737,25,8,17
28358899,37,6,31
28358931,22,9,13
28359293,21,11,10
28359368,97,37,60
28359377,4,0,4
28359455,38,13,25
28359573,2,0,2
28361035,21,8,13
28362012,16,3,13
28362178,10,12,-2
28362495,17,2,15
2836252,24,8,16
28363593,22,15,7
28363938,60,15,45
28364709,0,0,0
28365084,20,9,11
28365553,64,20,44
2836575,232,35,197
2836632,33,4,29
28367064,22,4,18
2836979,71,22,49
28374022,6,0,6
28374889,9,5,4
28375134,22,3,19
28375692,73,19,54
28376631,21,3,18
28377065,7,1,6
2837746,80,18,62
28377608,0,0,0
28378248,8,3,5
28378905,6,0,6
28379102,5,1,4
28380398,72,13,59
28383154,5,1,4
28383595,23,3,20
28384748,15,5,10
28385034,23,16,7
28385298,53,19,34
28385428,18,4,14
28385455,92,26,66
28386544,40,15,25
28386854,13,3,10
28386872,3,2,1
28387242,0,0,0
28387521,145,39,106
28388181,69,17,52
28388496,21,1,20
28389087,106,26,80
28390070,127,47,80
2839143,665,448,217
28394544,11,2,9
28394803,4,0,4
28394922,27,4,23
28395118,119,21,98
28395632,69,24,45
28396610,3,1,2
28396713,26,2,24
28396869,47,8,39
28397131,74,36,38
28398136,10,2,8
28398641,0,0,0
2839894,253,114,139
28398991,99,25,74
28399328,18,7,11
28399744,10,5,5
28399931,44,12,32
28400149,19,3,16
28400935,24,3,21
28401819,22,21,1
28402185,17,2,15
28402516,8,2,6
28403384,5,3,2
28404242,3,1,2
28404502,7,4,3
28404806,12,2,10
28405547,2,0,2
28405595,112,24,88
28406431,64,9,55
28406500,12,1,11
28407732,36,10,26
28407765,54,13,41
28407872,80,22,58
28408092,56,24,32
28408099,10,2,8
28408965,61,15,46
28409385,13,5,8
28409903,16,0,16
28410072,32,11,21
2841245,490,100,390
28420210,31,11,20
28421040,16,6,10
28421205,42,13,29
28421802,45,13,32
28421872,66,10,56
28422944,13,2,11
28423736,16,2,14
28423751,16,4,12
28423961,1,0,1
28424335,4,0,4
28424517,3,0,3
28426185,41,9,32
28426245,11,5,6
28426692,81,23,58
28426705,108,19,89
28427664,1,0,1
28427786,31,14,17
28428049,5,2,3
2842848,100,28,72
28428503,48,19,29
28428512,42,12,30
28428744,20,5,15
28429021,18,8,10
28429044,23,8,15
28429667,32,19,13
28429677,0,0,0
28430342,43,9,34
28430438,4,1,3
28431069,45,12,33
28431506,55,33,22
28431721,18,2,16
28431930,24,6,18
28432146,28,8,20
28432380,107,38,69
28432575,25,13,12
28433846,6,2,4
28434247,36,12,24
28435062,19,6,13
28435140,11,5,6
28435148,39,14,25
28436053,13,1,12
28436217,8,3,5
28436335,26,4,22
28436438,15,8,7
28436894,4,2,2
28437464,19,8,11
28437488,2,1,1
28437575,78,31,47
28439140,2,0,2
28439488,24,3,21
284423,98,25,73
28442644,5,2,3
284437,25,6,19
28444083,4,1,3
2844505,43,13,30
28446894,2,0,2
28447340,46,2,44
28447670,35,12,23
28447833,13,1,12
28449207,34,10,24
28450140,4,0,4
28450709,66,27,39
28450901,39,9,30
28451163,2,0,2
28451176,37,24,13
28451273,4,2,2
28451333,5,1,4
28451404,26,2,24
28451637,8,1,7
28452158,169,53,116
28452399,40,4,36
2845252,250,66,184
2845260,447,93,354
28452853,31,10,21
284532,94,50,44
2845347,68,12,56
28453751,33,4,29
28453824,88,34,54
28454169,6,0,6
28455052,3,0,3
28455085,15,11,4
28455200,4,0,4
28455319,55,7,48
28455565,35,11,24
28455764,76,40,36
28455775,59,14,45
28455945,56,4,52
28457061,0,0,0
28457501,7,3,4
28457602,51,18,33
28457770,30,9,21
28459071,34,19,15
28459233,5,0,5
284603,2,2,0
28460764,8,1,7
28461450,10,5,5
28461756,20,2,18
28461950,22,2,20
28462655,16,2,14
28463182,0,0,0
28463350,1,0,1
28464076,66,13,53
28464786,46,19,27
28465518,48,10,38
28465985,49,6,43
28466535,71,16,55
28467390,10,0,10
28472781,9,3,6
28473299,81,47,34
28474097,30,5,25
28474357,8,2,6
28474935,11,4,7
28475519,9,4,5
28475773,65,17,48
28475959,53,31,22
28476121,1,0,1
28476332,6,3,3
28476468,36,12,24
28476570,18,11,7
28476687,24,12,12
28476738,19,8,11
28476861,35,16,19
28476886,10,2,8
28476945,39,9,30
28477107,11,6,5
28477877,89,23,66
28478430,8,3,5
28478579,2,0,2
28479545,15,6,9
28479932,18,4,14
28480679,5,2,3
28480703,31,16,15
28480757,1,0,1
28482342,23,4,19
28483071,28,14,14
28483594,6,0,6
28483848,28,9,19
28483952,12,4,8
28484026,38,10,28
28484074,19,5,14
28484078,4,1,3
28484234,13,4,9
28484244,34,6,28
28484757,12,1,11
28486098,6,4,2
28486174,126,39,87
28486495,1,2,-1
28487285,5,2,3
28487704,17,4,13
28487710,39,11,28
28487789,63,17,46
28487798,13,3,10
28488078,79,14,65
28488132,3,0,3
28488848,9,1,8
28488920,129,13,116
28488951,10,2,8
28489720,99,23,76
28490375,2,2,0
28490761,125,25,100
28491124,15,2,13
28491152,9,1,8
28491550,0,0,0
28491926,35,14,21
28492085,84,8,76
28492267,106,26,80
28492377,83,24,59
28492483,102,22,80
2849266,327,58,269
28493190,110,16,94
28493768,15,1,14
28494453,4,0,4
28502956,2,3,-1
28503164,49,23,26
28503460,72,38,34
28503948,19,5,14
28504039,57,10,47
28505084,66,16,50
28505426,60,6,54
28506240,12,4,8
28506604,13,4,9
2850742,15,6,9
28508767,47,21,26
28509165,21,12,9
28509410,29,8,21
28509413,22,6,16
28510517,61,7,54
28511913,49,13,36
28512227,13,4,9
28512963,22,16,6
28513020,27,9,18
28513383,3,0,3
28513406,9,0,9
28513699,2,1,1
28514009,4,0,4
28514048,21,11,10
2851421,14,1,13
28516046,32,7,25
28516778,102,30,72
28517169,46,13,33
28517203,4,1,3
28517238,0,0,0
28518542,185,64,121
28518602,13,2,11
28518796,55,24,31
2851908,20,11,9
28520101,3,0,3
28520144,54,14,40
28520999,3,0,3
28521194,15,4,11
2852239,479,117,362
28526672,87,25,62
28528642,4,1,3
28529231,10,8,2
28529567,5,0,5
2853001,144,39,105
28531069,64,14,50
28531220,13,8,5
28531786,7,4,3
28532240,19,6,13
28532482,1,0,1
28533164,18,6,12
28533927,62,15,47
28533973,5,0,5
28534478,73,28,45
28534917,29,14,15
2853511,415,93,322
28535410,9,2,7
28535711,6,0,6
2853593,26,5,21
28535940,37,12,25
28536402,6,6,0
28537099,55,22,33
28537102,30,7,23
28537142,26,15,11
28537546,2,1,1
28537569,29,0,29
28538050,10,3,7
28538307,47,16,31
28539603,8,0,8
28540003,3,0,3
28540182,92,10,82
28540299,2,0,2
28540685,38,11,27
28542505,10,1,9
28542963,5,3,2
28546191,0,0,0
2854777,20,1,19
28550720,4,1,3
28552050,5,0,5
28552274,17,11,6
28552277,0,0,0
28552558,35,18,17
28552875,118,34,84
28553152,0,0,0
28553380,9,3,6
28553842,6,1,5
28553896,72,28,44
28554222,39,8,31
28555536,27,8,19
28555880,8,0,8
28555894,1,0,1
28555983,2,0,2
28556950,42,9,33
28557970,20,6,14
28558631,0,0,0
28559662,60,22,38
28559793,39,5,34
28560011,23,0,23
28560156,43,7,36
2856020,124,46,78
28560860,28,1,27
28561395,5,2,3
28562031,18,4,14
28563023,12,1,11
28563205,17,4,13
2856518,82,12,70
2856792,30,14,16
28568187,31,16,15
2856896,42,7,35
28569670,41,8,33
28569804,3,0,3
28570050,0,1,-1
28570153,0,0,0
28570771,7,0,7
28570966,64,13,51
28572328,43,8,35
28572485,54,23,31
28572495,31,5,26
28573635,11,2,9
28574236,81,26,55
28574425,0,0,0
28574543,3,0,3
28575450,4,0,4
28575538,16,5,11
28575817,23,2,21
28575990,50,17,33
28576055,18,4,14
28576219,30,17,13
28577636,3,0,3
28578043,3,1,2
28578565,49,7,42
28578897,4,1,3
28578944,11,4,7
28579149,59,12,47
28579327,24,24,0
28579599,17,1,16
28579626,38,8,30
28579899,22,3,19
28580543,30,12,18
28580984,57,18,39
28581369,10,0,10
28581941,109,24,85
28582415,12,2,10
28582479,17,3,14
28582895,51,3,48
28583400,18,9,9
28583534,14,2,12
28590161,48,9,39
28592731,31,16,15
28594149,64,35,29
28594518,3,2,1
28595582,0,0,0
28595873,10,4,6
28596557,13,0,13
28596640,187,80,107
28596653,4,0,4
28596688,26,10,16
28596842,3,4,-1
28597323,10,3,7
28597401,8,2,6
28598344,8,0,8
28598585,32,8,24
28598697,2,0,2
